"Date","Price","is_interpolated"
1998-07-03,13.55,FALSE
1998-07-06,12.95,FALSE
1998-07-07,12.75,FALSE
1998-07-08,13.12,FALSE
1998-07-09,13.03,FALSE
1998-07-10,12.86,FALSE
1998-07-13,12.71,FALSE
1998-07-14,13.02,FALSE
1998-07-15,12.93,FALSE
1998-07-16,12.78,FALSE
1998-07-17,12.8,FALSE
1998-07-20,12.36,FALSE
1998-07-21,12.9,FALSE
1998-07-22,12.87,FALSE
1998-07-23,12.7,FALSE
1998-07-24,12.83,FALSE
1998-07-27,13.12,FALSE
1998-07-28,13.19,FALSE
1998-07-29,13.06,FALSE
1998-07-30,13.08,FALSE
1998-07-31,13.09,FALSE
1998-08-03,12.56,FALSE
1998-08-04,12.7,FALSE
1998-08-05,12.57,FALSE
1998-08-06,12.61,FALSE
1998-08-07,12.59,FALSE
1998-08-10,11.91,FALSE
1998-08-11,11.64,FALSE
1998-08-12,11.77,FALSE
1998-08-13,12.09,FALSE
1998-08-14,12.05,FALSE
1998-08-17,12.28,FALSE
1998-08-18,12.09,FALSE
1998-08-19,12.29,FALSE
1998-08-20,12.64,FALSE
1998-08-21,12.27,FALSE
1998-08-24,12.55,FALSE
1998-08-25,12.68,FALSE
1998-08-26,12.5,FALSE
1998-08-27,12.28,FALSE
1998-08-28,12.56,FALSE
1998-08-31,12.5825,TRUE
1998-09-01,12.59,FALSE
1998-09-02,12.46,FALSE
1998-09-03,13.44,FALSE
1998-09-04,13.31,FALSE
1998-09-07,13.06,FALSE
1998-09-08,12.99,FALSE
1998-09-09,12.76,FALSE
1998-09-10,13.27,FALSE
1998-09-11,12.93,FALSE
1998-09-14,12.85,FALSE
1998-09-15,13.02,FALSE
1998-09-16,13.26,FALSE
1998-09-17,13.54,FALSE
1998-09-18,14.17,FALSE
1998-09-21,14.38,FALSE
1998-09-22,14.49,FALSE
1998-09-23,14.52,FALSE
1998-09-24,14.68,FALSE
1998-09-25,14.43,FALSE
1998-09-28,14.35,FALSE
1998-09-29,14.61,FALSE
1998-09-30,14.68,FALSE
1998-10-01,14.11,FALSE
1998-10-02,14.36,FALSE
1998-10-05,14.07,FALSE
1998-10-06,14.12,FALSE
1998-10-07,13.78,FALSE
1998-10-08,13.18,FALSE
1998-10-09,13.27,FALSE
1998-10-12,13.1,FALSE
1998-10-13,13.03,FALSE
1998-10-14,12.69,FALSE
1998-10-15,12.58,FALSE
1998-10-16,13.13,FALSE
1998-10-19,12.39,FALSE
1998-10-20,12.36,FALSE
1998-10-21,12.85,FALSE
1998-10-22,12.76,FALSE
1998-10-23,12.76,FALSE
1998-10-26,13.04,FALSE
1998-10-27,12.96,FALSE
1998-10-28,13.19,FALSE
1998-10-29,13.08,FALSE
1998-10-30,13.22,FALSE
1998-11-02,13.06,FALSE
1998-11-03,12.84,FALSE
1998-11-04,12.82,FALSE
1998-11-05,12.5,FALSE
1998-11-06,12.35,FALSE
1998-11-09,11.9,FALSE
1998-11-10,12.04,FALSE
1998-11-11,12.11,FALSE
1998-11-12,12.41,FALSE
1998-11-13,12.44,FALSE
1998-11-16,11.73,FALSE
1998-11-17,11.43,FALSE
1998-11-18,11.55,FALSE
1998-11-19,11.49,FALSE
1998-11-20,11.68,FALSE
1998-11-23,11.3,FALSE
1998-11-24,11.19,FALSE
1998-11-25,10.9,FALSE
1998-11-26,11,FALSE
1998-11-27,11.14,FALSE
1998-11-30,10.46,FALSE
1998-12-01,10.22,FALSE
1998-12-02,10.36,FALSE
1998-12-03,10.18,FALSE
1998-12-04,10.19,FALSE
1998-12-07,10.26,FALSE
1998-12-08,10.11,FALSE
1998-12-09,9.98,FALSE
1998-12-10,9.64,FALSE
1998-12-11,9.82,FALSE
1998-12-14,10.13,FALSE
1998-12-15,10.23,FALSE
1998-12-16,11,FALSE
1998-12-17,10.09,FALSE
1998-12-18,9.98,FALSE
1998-12-21,9.75,FALSE
1998-12-22,10.01,FALSE
1998-12-23,10.17,FALSE
1998-12-24,10.11,FALSE
1998-12-25,10.21,TRUE
1998-12-28,10.51,TRUE
1998-12-29,10.61,FALSE
1998-12-30,10.53,FALSE
1998-12-31,10.53,FALSE
1999-01-01,10.6375,TRUE
1999-01-04,10.96,FALSE
1999-01-05,10.53,FALSE
1999-01-06,11.46,FALSE
